SR_NUMBER;SR_SHORT_CODE;OWNER_DEPARTMENT;STATUS;CREATED_DATE;STREET_NUMBER;STREET_DIRECTION;STREET_NAME;STREET_TYPE;COMMUNITY_AREA;LATITUDE;LONGITUDE
SR20-05581739;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:47:47;13507;S;BRAINARD;AVE;HEGEWISCH;41.649310597;-87.546730916
SR20-05581750;SGA;Streets and Sanitation;Completed;2020-12-06 17:50:29;4655;S;LAKE PARK;AVE;KENWOOD;41.810441609;-87.592778954
SR20-05581755;SKA;Streets and Sanitation;Completed;2020-12-06 17:51:43;6653;S;YALE;AVE;ENGLEWOOD;41.773002461;-87.631430802
SR20-05581756;BBC;DOB - Buildings;Completed;2020-12-06 17:51:46;6612;S;MARYLAND;AVE;WOODLAWN;41.774513878;-87.604863349
SR20-05581757;SFB;CDOT - Department of Transportation;Completed;2020-12-06 17:53:10;5300;S;WOODLAWN;AVE;HYDE PARK;41.799374865;-87.596681634
SR20-05581769;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:56:37;9530;S;EWING;AVE;EAST SIDE;41.722174341;-87.535952091
SR20-05581802;SFA;CDOT - Department of Transportation;Completed;2020-12-06 18:06:14;4403;S;ELLIS;AVE;KENWOOD;41.814896272;-87.601511516
SR20-05581825;SFD;CDOT - Department of Transportation;Completed;2020-12-06 18:12:02;2400;S;MICHIGAN;AVE;NEAR SOUTH SIDE;41.849143271;-87.623977165
SR20-05581852;SFD;CDOT - Department of Transportation;Completed;2020-12-06 18:22:14;7400;S;LAFAYETTE;AVE;GREATER GRAND CROSSING;41.759971095;-87.626461357
SR20-05581859;SGQ;Streets and Sanitation;Completed;2020-12-06 18:24:08;8055;S;INDIANA;AVE;CHATHAM;41.747609659;-87.619330907
SR20-05581863;SGQ;Streets and Sanitation;Completed;2020-12-06 18:25:56;8726;S;PARNELL;AVE;AUBURN GRESHAM;41.735119296;-87.637784598
SR20-05581865;EAF;Animal Care and Control;Completed;2020-12-06 18:26:44;5100;S;PRINCETON;AVE;FULLER PARK;41.801682329;-87.633466905
SR20-05581869;SGA;Streets and Sanitation;Completed;2020-12-06 18:27:11;5130;S;ELLIS;AVE;HYDE PARK;41.801362074;-87.601641056
SR20-05581873;SRRC;Streets and Sanitation;Completed;2020-12-06 18:28:28;8726;S;PARNELL;AVE;AUBURN GRESHAM;41.735119296;-87.637784598
SR20-05581876;SGA;Streets and Sanitation;Completed;2020-12-06 18:30:26;5130;S;ELLIS;AVE;HYDE PARK;41.801362074;-87.601641056
SR20-05581877;SGA;Streets and Sanitation;Completed;2020-12-06 18:31:04;2708;S;HOMAN;AVE;SOUTH LAWNDALE;41.842301883;-87.710087905
SR20-05581879;SCB;Streets and Sanitation;Completed;2020-12-06 18:31:25;8128;S;ALBANY;AVE;ASHBURN;41.745330216;-87.700126393
SR20-05581892;SGA;Streets and Sanitation;Completed;2020-12-06 18:35:34;2708;S;HOMAN;AVE;SOUTH LAWNDALE;41.842301883;-87.710087905
SR20-05581893;SGA;Streets and Sanitation;Completed;2020-12-06 18:35:42;2708;S;HOMAN;AVE;SOUTH LAWNDALE;41.842301883;-87.710087905
SR20-05581894;SGA;Streets and Sanitation;Completed;2020-12-06 18:36:17;2708;S;HOMAN;AVE;SOUTH LAWNDALE;41.842301883;-87.710087905
SR20-05581903;WCA2;DWM - Department of Water Management;Completed;2020-12-06 18:39:17;3511;S;UNION;AVE;BRIDGEPORT;41.830407791;-87.6434078
SR20-05581917;SFB;CDOT - Department of Transportation;Completed;2020-12-06 18:43:19;5300;S;WOODLAWN;AVE;HYDE PARK;41.799374865;-87.596681634
SR20-05581919;GRAF;Streets and Sanitation;Completed;2020-12-06 18:43:24;6146;S;ARCHER;AVE;GARFIELD RIDGE;41.794441753;-87.772320843
SR20-05581920;AAF;DWM - Department of Water Management;Completed;2020-12-06 18:43:29;6511;S;WOLCOTT;AVE;WEST ENGLEWOOD;41.775416585;-87.671115414
SR20-05581952;SGA;Streets and Sanitation;Completed;2020-12-06 18:53:32;5236;S;FAIRFIELD;AVE;GAGE PARK;41.798036617;-87.692982213
SR20-05581963;SFD;CDOT - Department of Transportation;Completed;2020-12-06 18:57:31;5532;S;KENNETH;AVE;WEST ELSDON;41.792104529;-87.734439327
SR20-05581965;SFD;CDOT - Department of Transportation;Completed;2020-12-06 18:58:28;10900;S;VERNON;AVE;ROSELAND;41.696306903;-87.61229245
SR20-05581987;BBA;DOB - Buildings;Completed;2020-12-06 19:04:38;5401;S;CALIFORNIA;AVE;GAGE PARK;41.795434056;-87.69381539
SR20-05582016;EAF;Animal Care and Control;Completed;2020-12-06 19:14:07;5145;S;RACINE;AVE;NEW CITY;41.800134304;-87.654778425
SR20-05579800;SGA;Streets and Sanitation;Completed;2020-12-06 09:06:20;2746;E;81ST;ST;SOUTH CHICAGO;41.748252331;-87.557046336
SR20-05579864;DBPC;Outside Agencies;Completed;2020-12-06 09:21:19;176;E;PEARSON;ST;NEAR NORTH SIDE;41.897635708;-87.622832677
SR20-05579981;WM3;DWM - Department of Water Management;Completed;2020-12-06 09:51:42;1371;E;48TH;ST;KENWOOD;41.807684358;-87.592276107
SR20-05580384;BBD;DOB - Buildings;Completed;2020-12-06 11:59:50;244;E;PEARSON;ST;NEAR NORTH SIDE;41.89796335;-87.619921166
SR20-05580463;SFB;CDOT - Department of Transportation;Completed;2020-12-06 12:19:19;1174;E;53RD;ST;HYDE PARK;41.799465346;-87.596647617
SR20-05580481;WM3;DWM - Department of Water Management;Completed;2020-12-06 12:22:33;1371;E;48TH;ST;KENWOOD;41.807684358;-87.592276107
SR20-05580548;EAE;Animal Care and Control;Completed;2020-12-06 12:40:39;2701;E;91ST;ST;CALUMET HEIGHTS;41.729876535;-87.560830673
SR20-05580737;AAE;DWM - Department of Water Management;Completed;2020-12-06 13:16:11;1368;E;48TH;ST;KENWOOD;41.807905229;-87.592510077
SR20-05580755;WM3;DWM - Department of Water Management;Completed;2020-12-06 13:22:18;1371;E;48TH;ST;KENWOOD;41.807684358;-87.592276107
SR20-05580762;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 13:25:43;46;E;CHICAGO;AVE;NEAR NORTH SIDE;41.896922074;-87.626400122
SR20-05580770;PSL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 13:29:32;46;E;CHICAGO;AVE;NEAR NORTH SIDE;41.896922074;-87.626400122
SR20-05581005;SFB;CDOT - Department of Transportation;Completed;2020-12-06 14:48:21;1174;E;53RD;ST;HYDE PARK;41.799465346;-87.596647617
SR20-05581025;AAE;DWM - Department of Water Management;Completed;2020-12-06 14:53:20;1365;E;48TH;ST;KENWOOD;41.807667959;-87.592769815
SR20-05581143;WM3;DWM - Department of Water Management;Completed;2020-12-06 15:24:42;1365;E;48TH;ST;KENWOOD;41.807667959;-87.592769815
SR20-05581275;SKA;Streets and Sanitation;Completed;2020-12-06 15:51:37;71;E;101ST;PL;ROSELAND;41.709754941;-87.620791737
SR20-05581313;SCQ;Streets and Sanitation;Completed;2020-12-06 15:59:46;2510;E;96TH;ST;SOUTH DEERING;41.720480022;-87.56295771
SR20-05581366;SCT;Streets and Sanitation;Completed;2020-12-06 16:13:48;2400;E;95TH;ST;SOUTH DEERING;41.722622116;-87.565751941
SR20-05581527;BBC;DOB - Buildings;Canceled;2020-12-06 16:50:32;1502;E;74TH;PL;SOUTH SHORE;41.759693804;-87.588209081
SR20-05581624;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:16:09;229;E;LAKE SHORE;DR;NEAR NORTH SIDE;41.900640894;-87.620472353
SR20-05581690;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:35:33;359;E;54TH;ST;WASHINGTON PARK;41.796609987;-87.616920331
SR20-05581708;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:40:35;319;E;54TH;ST;WASHINGTON PARK;41.796581536;-87.618425124
SR20-05581740;SFB;CDOT - Department of Transportation;Completed;2020-12-06 17:48:06;1174;E;53RD;ST;HYDE PARK;41.799465346;-87.596647617
SR20-05581870;SFD;CDOT - Department of Transportation;Completed;2020-12-06 18:27:16;2800;E;93RD;ST;CALUMET HEIGHTS;41.726606084;-87.556510298
SR20-05581880;SFB;CDOT - Department of Transportation;Completed;2020-12-06 18:31:33;1174;E;53RD;ST;HYDE PARK;41.799465346;-87.596647617
SR20-05581885;SFB;CDOT - Department of Transportation;Completed;2020-12-06 18:33:36;1200;E;63RD;ST;WOODLAWN;41.780530112;-87.596209677
SR20-05581905;SFB;CDOT - Department of Transportation;Completed;2020-12-06 18:39:34;1174;E;53RD;ST;HYDE PARK;41.799465346;-87.596647617
SR20-05581940;SCQ;Streets and Sanitation;Completed;2020-12-06 18:49:39;1215;E;71ST;PL;GREATER GRAND CROSSING;41.764886586;-87.595053445
SR20-05579660;311IOC;311 City Services;Completed;2020-12-06 08:19:41;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579661;311IOC;311 City Services;Completed;2020-12-06 08:19:57;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579662;311IOC;311 City Services;Completed;2020-12-06 08:20:02;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579663;AVN;Aviation;Completed;2020-12-06 08:20:10;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579665;AVN;Aviation;Completed;2020-12-06 08:20:20;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579666;AVN;Aviation;Completed;2020-12-06 08:20:25;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579671;311IOC;311 City Services;Completed;2020-12-06 08:22:52;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579672;311IOC;311 City Services;Completed;2020-12-06 08:23:00;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579673;311IOC;311 City Services;Completed;2020-12-06 08:23:06;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579674;311IOC;311 City Services;Completed;2020-12-06 08:24:03;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579675;SDR;Streets and Sanitation;Completed;2020-12-06 08:24:17;54;W;83RD;ST;CHATHAM;41.743865437;-87.62655266
SR20-05579677;AVN;Aviation;Completed;2020-12-06 08:26:04;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579678;AVN;Aviation;Completed;2020-12-06 08:26:42;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579679;311IOC;311 City Services;Completed;2020-12-06 08:27:17;2111;W;Lexington;ST;AUBURN GRESHAM;41.74054421;-87.656829511
SR20-05579680;AVN;Aviation;Completed;2020-12-06 08:27:26;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579681;311IOC;311 City Services;Completed;2020-12-06 08:27:53;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579682;AVN;Aviation;Completed;2020-12-06 08:27:59;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579684;AVN;Aviation;Completed;2020-12-06 08:28:35;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579686;AVN;Aviation;Completed;2020-12-06 08:29:14;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579687;GRAF;Streets and Sanitation;Completed;2020-12-06 08:29:21;95;W;POLK;ST;LOOP;41.87218178;-87.630418393
SR20-05579688;AVN;Aviation;Completed;2020-12-06 08:29:50;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579689;311IOC;311 City Services;Completed;2020-12-06 08:30:02;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579690;311IOC;311 City Services;Completed;2020-12-06 08:31:34;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579691;AVN;Aviation;Completed;2020-12-06 08:32:00;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579692;311IOC;311 City Services;Completed;2020-12-06 08:32:16;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579693;SKA;Streets and Sanitation;Completed;2020-12-06 08:32:35;3735;W;FERDINAND;ST;HUMBOLDT PARK;41.889750806;-87.719977414
SR20-05579694;AVN;Aviation;Completed;2020-12-06 08:32:57;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579695;311IOC;311 City Services;Completed;2020-12-06 08:33:56;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579696;GRAF;Streets and Sanitation;Completed;2020-12-06 08:34:07;1901;W;RACE;AVE;WEST TOWN;41.891593183;-87.674491589
SR20-05579697;311IOC;311 City Services;Completed;2020-12-06 08:34:30;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579699;311IOC;311 City Services;Completed;2020-12-06 08:36:08;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579700;311IOC;311 City Services;Completed;2020-12-06 08:36:13;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579701;311IOC;311 City Services;Completed;2020-12-06 08:36:23;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579702;311IOC;311 City Services;Completed;2020-12-06 08:36:35;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579703;311IOC;311 City Services;Completed;2020-12-06 08:36:38;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579704;BBA;DOB - Buildings;Completed;2020-12-06 08:36:39;231;W;75TH;ST;GREATER GRAND CROSSING;41.757939468;-87.630840853
SR20-05579706;SDR;Streets and Sanitation;Completed;2020-12-06 08:37:10;1053;W;AINSLIE;ST;UPTOWN;41.971530237;-87.656951823
SR20-05579707;311IOC;311 City Services;Completed;2020-12-06 08:37:14;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579708;311IOC;311 City Services;Completed;2020-12-06 08:37:32;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579709;311IOC;311 City Services;Completed;2020-12-06 08:37:39;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579711;311IOC;311 City Services;Completed;2020-12-06 08:37:47;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579713;311IOC;311 City Services;Completed;2020-12-06 08:40:35;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579714;GRAF;Streets and Sanitation;Completed;2020-12-06 08:40:44;3454;W;NORTH;AVE;HUMBOLDT PARK;41.910272753;-87.713861482
SR20-05579715;AVN;Aviation;Completed;2020-12-06 08:40:52;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579716;AVN;Aviation;Completed;2020-12-06 08:41:30;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579718;311IOC;311 City Services;Completed;2020-12-06 08:42:11;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579719;311IOC;311 City Services;Completed;2020-12-06 08:42:34;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579720;AVN;Aviation;Completed;2020-12-06 08:42:49;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579722;AVN;Aviation;Completed;2020-12-06 08:43:43;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579723;311IOC;311 City Services;Completed;2020-12-06 08:44:15;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579724;AVN;Aviation;Completed;2020-12-06 08:44:27;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579726;311IOC;311 City Services;Completed;2020-12-06 08:44:35;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579728;311IOC;311 City Services;Completed;2020-12-06 08:44:56;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579729;AVN;Aviation;Completed;2020-12-06 08:45:06;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579731;SGA;Streets and Sanitation;Completed;2020-12-06 08:45:24;5501;W;EDDY;ST;PORTAGE PARK;41.944975075;-87.764392067
SR20-05579733;AVN;Aviation;Completed;2020-12-06 08:46:03;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579734;311IOC;311 City Services;Completed;2020-12-06 08:46:19;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579735;311IOC;311 City Services;Completed;2020-12-06 08:47:56;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579736;311IOC;311 City Services;Completed;2020-12-06 08:48:38;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579737;311IOC;311 City Services;Completed;2020-12-06 08:49:32;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579740;311IOC;311 City Services;Completed;2020-12-06 08:52:19;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579741;311IOC;311 City Services;Completed;2020-12-06 08:52:42;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579742;311IOC;311 City Services;Completed;2020-12-06 08:52:54;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579743;311IOC;311 City Services;Completed;2020-12-06 08:53:44;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579746;AVN;Aviation;Completed;2020-12-06 08:54:55;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05579747;311IOC;311 City Services;Completed;2020-12-06 08:55:12;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579749;SGA;Streets and Sanitation;Completed;2020-12-06 08:55:24;5219;W;HENDERSON;ST;PORTAGE PARK;41.941202194;-87.75761902
SR20-05579750;311IOC;311 City Services;Completed;2020-12-06 08:55:41;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579751;311IOC;311 City Services;Completed;2020-12-06 08:55:48;2111;W;Lexington;ST;WEST TOWN;41.903309828;-87.689160465
SR20-05579753;311IOC;311 City Services;Completed;2020-12-06 08:56:02;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579754;311IOC;311 City Services;Completed;2020-12-06 08:56:09;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579755;311IOC;311 City Services;Completed;2020-12-06 08:56:26;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579757;311IOC;311 City Services;Completed;2020-12-06 08:56:51;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05579758;311IOC;311 City Services;Completed;2020-12-06 08:57:32;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
